Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,
DP02_0142E,Estimate!!ANCESTRY!!Total population!!Scotch-Irish,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0142EA, DP02_0142M, DP02_0142MA",0,int,DP02,
DP02_0142PE,Percent!!ANCESTRY!!Total population!!Scotch-Irish,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0142PEA, DP02_0142PM, DP02_0142PMA",0,float,DP02,
DP02_0143E,Estimate!!ANCESTRY!!Total population!!Scottish,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0143EA, DP02_0143M, DP02_0143MA",0,int,DP02,
DP02_0143PE,Percent!!ANCESTRY!!Total population!!Scottish,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0143PEA, DP02_0143PM, DP02_0143PMA",0,float,DP02,
DP02_0144E,Estimate!!ANCESTRY!!Total population!!Slovak,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0144EA, DP02_0144M, DP02_0144MA",0,int,DP02,
DP02_0144PE,Percent!!ANCESTRY!!Total population!!Slovak,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0144PEA, DP02_0144PM, DP02_0144PMA",0,float,DP02,
DP02_0145E,Estimate!!ANCESTRY!!Total population!!Subsaharan African,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0145EA, DP02_0145M, DP02_0145MA",0,int,DP02,
DP02_0145PE,Percent!!ANCESTRY!!Total population!!Subsaharan African,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0145PEA, DP02_0145PM, DP02_0145PMA",0,float,DP02,
DP02_0146E,Estimate!!ANCESTRY!!Total population!!Swedish,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0146EA, DP02_0146M, DP02_0146MA",0,int,DP02,
DP02_0146PE,Percent!!ANCESTRY!!Total population!!Swedish,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0146PEA, DP02_0146PM, DP02_0146PMA",0,float,DP02,
DP02_0147E,Estimate!!ANCESTRY!!Total population!!Swiss,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0147EA, DP02_0147M, DP02_0147MA",0,int,DP02,
DP02_0147PE,Percent!!ANCESTRY!!Total population!!Swiss,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0147PEA, DP02_0147PM, DP02_0147PMA",0,float,DP02,
DP02_0148E,Estimate!!ANCESTRY!!Total population!!Ukrainian,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0148EA, DP02_0148M, DP02_0148MA",0,int,DP02,
DP02_0148PE,Percent!!ANCESTRY!!Total population!!Ukrainian,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0148PEA, DP02_0148PM, DP02_0148PMA",0,float,DP02,
DP02_0149E,Estimate!!ANCESTRY!!Total population!!Welsh,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0149EA, DP02_0149M, DP02_0149MA",0,int,DP02,
DP02_0149PE,Percent!!ANCESTRY!!Total population!!Welsh,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0149PEA, DP02_0149PM, DP02_0149PMA",0,float,DP02,
DP02_0150E,Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0150EA, DP02_0150M, DP02_0150MA",0,int,DP02,
DP02_0150PE,Percent!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0150PEA, DP02_0150PM, DP02_0150PMA",0,float,DP02,
DP02_0151E,Estimate!!COMPUTERS AND INTERNET USE!!Total households,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0151EA, DP02_0151M, DP02_0151MA",0,int,DP02,
DP02_0151PE,Percent!!COMPUTERS AND INTERNET USE!!Total households,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0151PEA, DP02_0151PM, DP02_0151PMA",0,int,DP02,
DP02_0152E,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0152EA, DP02_0152M, DP02_0152MA",0,int,DP02,
DP02_0152PE,Percent!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0152PEA, DP02_0152PM, DP02_0152PMA",0,float,DP02,
DP02_0153E,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0153EA, DP02_0153M, DP02_0153MA",0,int,DP02,
DP02_0153PE,Percent!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0153PEA, DP02_0153PM, DP02_0153PMA",0,float,DP02,
DP02PR_0001E,Estimate!!HOUSEHOLDS BY TYPE!!Total households,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0001EA, DP02PR_0001M, DP02PR_0001MA",0,int,DP02PR,
DP02PR_0001PE,Percent!!HOUSEHOLDS BY TYPE!!Total households,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0001PEA, DP02PR_0001PM, DP02PR_0001PMA",0,int,DP02PR,
DP02PR_0002E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0002EA, DP02PR_0002M, DP02PR_0002MA",0,int,DP02PR,
DP02PR_0002PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0002PEA, DP02PR_0002PM, DP02PR_0002PMA",0,float,DP02PR,
DP02PR_0003E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0003EA, DP02PR_0003M, DP02PR_0003MA",0,int,DP02PR,
DP02PR_0003PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0003PEA, DP02PR_0003PM, DP02PR_0003PMA",0,float,DP02PR,
DP02PR_0004E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0004EA, DP02PR_0004M, DP02PR_0004MA",0,int,DP02PR,
DP02PR_0004PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0004PEA, DP02PR_0004PM, DP02PR_0004PMA",0,float,DP02PR,
DP02PR_0005E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0005EA, DP02PR_0005M, DP02PR_0005MA",0,int,DP02PR,
DP02PR_0005PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0005PEA, DP02PR_0005PM, DP02PR_0005PMA",0,float,DP02PR,
DP02PR_0006E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0006EA, DP02PR_0006M, DP02PR_0006MA",0,int,DP02PR,
DP02PR_0006PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0006PEA, DP02PR_0006PM, DP02PR_0006PMA",0,float,DP02PR,
DP02PR_0007E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0007EA, DP02PR_0007M, DP02PR_0007MA",0,int,DP02PR,
DP02PR_0007PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0007PEA, DP02PR_0007PM, DP02PR_0007PMA",0,float,DP02PR,
DP02PR_0008E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0008EA, DP02PR_0008M, DP02PR_0008MA",0,int,DP02PR,
DP02PR_0008PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0008PEA, DP02PR_0008PM, DP02PR_0008PMA",0,float,DP02PR,
DP02PR_0009E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0009EA, DP02PR_0009M, DP02PR_0009MA",0,int,DP02PR,
DP02PR_0009PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0009PEA, DP02PR_0009PM, DP02PR_0009PMA",0,float,DP02PR,
DP02PR_0010E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0010EA, DP02PR_0010M, DP02PR_0010MA",0,int,DP02PR,
DP02PR_0010PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0010PEA, DP02PR_0010PM, DP02PR_0010PMA",0,float,DP02PR,
DP02PR_0011E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0011EA, DP02PR_0011M, DP02PR_0011MA",0,int,DP02PR,
DP02PR_0011PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0011PEA, DP02PR_0011PM, DP02PR_0011PMA",0,float,DP02PR,
DP02PR_0012E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0012EA, DP02PR_0012M, DP02PR_0012MA",0,int,DP02PR,
DP02PR_0012PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0012PEA, DP02PR_0012PM, DP02PR_0012PMA",0,float,DP02PR,
DP02PR_0013E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0013EA, DP02PR_0013M, DP02PR_0013MA",0,int,DP02PR,
DP02PR_0013PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0013PEA, DP02PR_0013PM, DP02PR_0013PMA",0,float,DP02PR,
DP02PR_0014E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0014EA, DP02PR_0014M, DP02PR_0014MA",0,int,DP02PR,
DP02PR_0014PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0014PEA, DP02PR_0014PM, DP02PR_0014PMA",0,float,DP02PR,
DP02PR_0015E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0015EA, DP02PR_0015M, DP02PR_0015MA",0,int,DP02PR,
DP02PR_0015PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0015PEA, DP02PR_0015PM, DP02PR_0015PMA",0,float,DP02PR,
DP02PR_0016E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0016EA, DP02PR_0016M, DP02PR_0016MA",0,float,DP02PR,
DP02PR_0016PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0016PEA, DP02PR_0016PM, DP02PR_0016PMA",0,int,DP02PR,
DP02PR_0017E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0017EA, DP02PR_0017M, DP02PR_0017MA",0,float,DP02PR,
DP02PR_0017PE,Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0017PEA, DP02PR_0017PM, DP02PR_0017PMA",0,int,DP02PR,
DP02PR_0018E,Estimate!!RELATIONSHIP!!Population in households,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0018EA, DP02PR_0018M, DP02PR_0018MA",0,int,DP02PR,
DP02PR_0018PE,Percent!!RELATIONSHIP!!Population in households,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0018PEA, DP02PR_0018PM, DP02PR_0018PMA",0,int,DP02PR,
DP02PR_0019E,Estimate!!RELATIONSHIP!!Population in households!!Householder,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0019EA, DP02PR_0019M, DP02PR_0019MA",0,int,DP02PR,
DP02PR_0019PE,Percent!!RELATIONSHIP!!Population in households!!Householder,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0019PEA, DP02PR_0019PM, DP02PR_0019PMA",0,float,DP02PR,
DP02PR_0020E,Estimate!!RELATIONSHIP!!Population in households!!Spouse,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0020EA, DP02PR_0020M, DP02PR_0020MA",0,int,DP02PR,
DP02PR_0020PE,Percent!!RELATIONSHIP!!Population in households!!Spouse,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0020PEA, DP02PR_0020PM, DP02PR_0020PMA",0,float,DP02PR,
DP02PR_0021E,Estimate!!RELATIONSHIP!!Population in households!!Unmarried partner,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0021EA, DP02PR_0021M, DP02PR_0021MA",0,int,DP02PR,
DP02PR_0021PE,Percent!!RELATIONSHIP!!Population in households!!Unmarried partner,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0021PEA, DP02PR_0021PM, DP02PR_0021PMA",0,float,DP02PR,
DP02PR_0022E,Estimate!!RELATIONSHIP!!Population in households!!Child,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0022EA, DP02PR_0022M, DP02PR_0022MA",0,int,DP02PR,
DP02PR_0022PE,Percent!!RELATIONSHIP!!Population in households!!Child,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0022PEA, DP02PR_0022PM, DP02PR_0022PMA",0,float,DP02PR,
DP02PR_0023E,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0023EA, DP02PR_0023M, DP02PR_0023MA",0,int,DP02PR,
DP02PR_0023PE,Percent!!RELATIONSHIP!!Population in households!!Other relatives,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0023PEA, DP02PR_0023PM, DP02PR_0023PMA",0,float,DP02PR,
DP02PR_0024E,Estimate!!RELATIONSHIP!!Population in households!!Other nonrelatives,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0024EA, DP02PR_0024M, DP02PR_0024MA",0,int,DP02PR,
DP02PR_0024PE,Percent!!RELATIONSHIP!!Population in households!!Other nonrelatives,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0024PEA, DP02PR_0024PM, DP02PR_0024PMA",0,float,DP02PR,
DP02PR_0025E,Estimate!!MARITAL STATUS!!Males 15 years and over,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0025EA, DP02PR_0025M, DP02PR_0025MA",0,int,DP02PR,
DP02PR_0025PE,Percent!!MARITAL STATUS!!Males 15 years and over,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0025PEA, DP02PR_0025PM, DP02PR_0025PMA",0,int,DP02PR,
DP02PR_0026E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0026EA, DP02PR_0026M, DP02PR_0026MA",0,int,DP02PR,
DP02PR_0026PE,Percent!!MARITAL STATUS!!Males 15 years and over!!Never married,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0026PEA, DP02PR_0026PM, DP02PR_0026PMA",0,float,DP02PR,
DP02PR_0027E,"Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0027EA, DP02PR_0027M, DP02PR_0027MA",0,int,DP02PR,
DP02PR_0027PE,"Percent!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0027PEA, DP02PR_0027PM, DP02PR_0027PMA",0,float,DP02PR,
DP02PR_0028E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0028EA, DP02PR_0028M, DP02PR_0028MA",0,int,DP02PR,
DP02PR_0028PE,Percent!!MARITAL STATUS!!Males 15 years and over!!Separated,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0028PEA, DP02PR_0028PM, DP02PR_0028PMA",0,float,DP02PR,
DP02PR_0029E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0029EA, DP02PR_0029M, DP02PR_0029MA",0,int,DP02PR,
DP02PR_0029PE,Percent!!MARITAL STATUS!!Males 15 years and over!!Widowed,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0029PEA, DP02PR_0029PM, DP02PR_0029PMA",0,float,DP02PR,
DP02PR_0030E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0030EA, DP02PR_0030M, DP02PR_0030MA",0,int,DP02PR,
DP02PR_0030PE,Percent!!MARITAL STATUS!!Males 15 years and over!!Divorced,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0030PEA, DP02PR_0030PM, DP02PR_0030PMA",0,float,DP02PR,
DP02PR_0031E,Estimate!!MARITAL STATUS!!Females 15 years and over,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0031EA, DP02PR_0031M, DP02PR_0031MA",0,int,DP02PR,
DP02PR_0031PE,Percent!!MARITAL STATUS!!Females 15 years and over,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0031PEA, DP02PR_0031PM, DP02PR_0031PMA",0,int,DP02PR,
DP02PR_0032E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0032EA, DP02PR_0032M, DP02PR_0032MA",0,int,DP02PR,
DP02PR_0032PE,Percent!!MARITAL STATUS!!Females 15 years and over!!Never married,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0032PEA, DP02PR_0032PM, DP02PR_0032PMA",0,float,DP02PR,
DP02PR_0033E,"Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0033EA, DP02PR_0033M, DP02PR_0033MA",0,int,DP02PR,
DP02PR_0033PE,"Percent!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0033PEA, DP02PR_0033PM, DP02PR_0033PMA",0,float,DP02PR,
DP02PR_0034E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0034EA, DP02PR_0034M, DP02PR_0034MA",0,int,DP02PR,
DP02PR_0034PE,Percent!!MARITAL STATUS!!Females 15 years and over!!Separated,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0034PEA, DP02PR_0034PM, DP02PR_0034PMA",0,float,DP02PR,
DP02PR_0035E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0035EA, DP02PR_0035M, DP02PR_0035MA",0,int,DP02PR,
DP02PR_0035PE,Percent!!MARITAL STATUS!!Females 15 years and over!!Widowed,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0035PEA, DP02PR_0035PM, DP02PR_0035PMA",0,float,DP02PR,
DP02PR_0036E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0036EA, DP02PR_0036M, DP02PR_0036MA",0,int,DP02PR,
DP02PR_0036PE,Percent!!MARITAL STATUS!!Females 15 years and over!!Divorced,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0036PEA, DP02PR_0036PM, DP02PR_0036PMA",0,float,DP02PR,
DP02PR_0037E,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0037EA, DP02PR_0037M, DP02PR_0037MA",0,int,DP02PR,
DP02PR_0037PE,Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0037PEA, DP02PR_0037PM, DP02PR_0037PMA",0,int,DP02PR,
DP02PR_0038E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0038EA, DP02PR_0038M, DP02PR_0038MA",0,int,DP02PR,
DP02PR_0038PE,"Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0038PEA, DP02PR_0038PM, DP02PR_0038PMA",0,float,DP02PR,
DP02PR_0039E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0039EA, DP02PR_0039M, DP02PR_0039MA",0,int,DP02PR,
DP02PR_0039PE,"Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0039PEA, DP02PR_0039PM, DP02PR_0039PMA",0,int,DP02PR,
DP02PR_0040E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0040EA, DP02PR_0040M, DP02PR_0040MA",0,int,DP02PR,
DP02PR_0040PE,"Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0040PEA, DP02PR_0040PM, DP02PR_0040PMA",0,int,DP02PR,
DP02PR_0041E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0041EA, DP02PR_0041M, DP02PR_0041MA",0,int,DP02PR,
DP02PR_0041PE,"Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0041PEA, DP02PR_0041PM, DP02PR_0041PMA",0,int,DP02PR,
DP02PR_0042E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0042EA, DP02PR_0042M, DP02PR_0042MA",0,int,DP02PR,
DP02PR_0042PE,"Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0042PEA, DP02PR_0042PM, DP02PR_0042PMA",0,int,DP02PR,
DP02PR_0043E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old",SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,not required,"DP02PR_0043EA, DP02PR_0043M, DP02PR_0043MA",0,int,DP02PR,
